Status,Date,Description,Debit,Credit
Cleared,12/07/2024,"MED*LIFEWISE HEALTH PL 800-817-3056 WA",30.45,
Cleared,12/05/2024,"ATT* BILL PAYMENT DALLAS TX",181.79,
Cleared,12/04/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",25.00,
Cleared,12/01/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA",18.00,
Cleared,11/29/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",22.95,
Cleared,11/27/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,11/25/2024,"EQT*AMBETTER ST. LOUIS MO",544.99,
Cleared,11/21/2024,"Netflix.com Los Gatos CA null XXXXXXXXXXXX8399",25.37,
Cleared,11/20/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,11/18/2024,"APPLE.COM/BILL 866-712-7753 CA",11.02,
Cleared,11/16/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",37.30,
Cleared,11/13/2024,"AMERICAN0012191350049 FORT WORTH TX",122.93,
Cleared,11/13/2024,"AMERICAN0010614136069 FORT WORTH TX",84.70,
Cleared,11/13/2024,"SEATTLE PUBLIC UTILITI SEATTLE WA",327.54,
Cleared,11/12/2024,"SEATTLE CITY LIGHT SEATTLE WA",97.35,
Cleared,11/10/2024,"APPLE.COM/BILL 866-712-7753 CA",9.99,
Cleared,11/10/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA",6.47,
Cleared,11/08/2024,"AUTOPAY 999990000032989RAUTOPAY AUTO-PMT",,-1601.42
Cleared,11/04/2024,"ATT* BILL PAYMENT DALLAS TX null XXXXXXXXXXXX4839",181.79,
Cleared,10/31/2024,"UW MEDICINE SEATTLE WA",27.86,
Cleared,10/30/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,10/28/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,10/28/2024,"STARBUCKS 800-782-7282 800-782-7282 WA",35.00,
Cleared,10/21/2024,"NETFLIX.COM LOS GATOS CA null XXXXXXXXXXXX8399",25.37,
Cleared,10/18/2024,"APPLE.COM/BILL 866-712-7753 CA",11.02,
Cleared,10/16/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",25.50,
Cleared,10/16/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA",2.00,
Cleared,10/11/2024,"APPLE.COM/BILL 866-712-7753 CA",9.99,
Cleared,10/10/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,10/08/2024,"AUTOPAY 999990000032989RAUTOPAY AUTO-PMT",,-619.24
Cleared,10/05/2024,"ATT* BILL PAYMENT DALLAS TX null XXXXXXXXXXXX4839",219.43,
Cleared,10/02/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,09/29/2024,"UBER *TRIP 8005928996 CA null XXXXXXXXXXXX2837",36.32,
Cleared,09/29/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",15.10,
Cleared,09/28/2024,"UBER *LIME 8005928996 CA null XXXXXXXXXXXX2837",4.97,
Cleared,09/23/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,09/21/2024,"NETFLIX.COM LOS GATOS CA null XXXXXXXXXXXX8399",25.37,
Cleared,09/20/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",185.00,
Cleared,09/19/2024,"UBER *TRIP 8005928996 CA null XXXXXXXXXXXX2837",36.65,
Cleared,09/19/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA",0.83,
Cleared,09/18/2024,"APPLE.COM/BILL 866-712-7753 CA",11.02,
Cleared,09/16/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",41.90,
Cleared,09/12/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,09/12/2024,"SEATTLE CITY LIGHT SEATTLE WA",110.75,
Cleared,09/12/2024,"SEATTLE PUBLIC UTILITI SEATTLE WA",387.41,
Cleared,09/12/2024,"FOREIGN TRANSACTION FEE",1.77,
Cleared,09/10/2024,"APPLE.COM/BILL 866-712-7753 CA",9.99,
Cleared,09/08/2024,"AUTOPAY 999990000032989RAUTOPAY AUTO-PMT",,-2693.91
Cleared,09/04/2024,"ATT* BILL PAYMENT DALLAS TX null XXXXXXXXXXXX4839",269.75,
Cleared,08/31/2024,"UBER *TRIP 8005928996 CA null XXXXXXXXXXXX2837",16.91,
Cleared,08/31/2024,"UBER *TRIP 8005928996 CA null XXXXXXXXXXXX2837",21.35,
Cleared,08/29/2024,"UBER *TRIP HELP.UBER.COM NLD null XXXXXXXXXXXX8315",59.29,
Cleared,08/22/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,08/22/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA",0.98,
Cleared,08/21/2024,"NETFLIX.COM LOS GATOS CA null XXXXXXXXXXXX8399",25.37,
Cleared,08/20/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA",0.25,
Cleared,08/18/2024,"APPLE.COM/BILL CUPERTINO CA",11.02,
Cleared,08/18/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX2837",24.60,
Cleared,08/16/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",9.95,
Cleared,08/16/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX2837",17.98,
Cleared,08/16/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX2837",20.86,
Cleared,08/11/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX2837",16.40,
Cleared,08/10/2024,"APPLE.COM/BILL 866-712-7753 CA",9.99,
Cleared,08/09/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,08/08/2024,"AUTOPAY 999990000032989RAUTOPAY AUTO-PMT",,-3053.37
Cleared,08/04/2024,"ATT* BILL PAYMENT DALLAS TX null XXXXXXXXXXXX4839",173.87,
Cleared,08/02/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX2837",8.06,
Cleared,08/01/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,07/29/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",8.95,
Cleared,07/25/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,07/24/2024,"APPLE.COM/US 800-676-2775 CA",109.25,
Cleared,07/21/2024,"NETFLIX.COM LOS GATOS CA null XXXXXXXXXXXX8399",25.37,
Cleared,07/20/2024,"ALLSTATE *PAYMENT 800-255-7828 IL null XXXXXXXXXXXX0575",785.89,
Cleared,07/19/2024,"APPLE.COM/BILL 866-712-7753 CA",11.02,
Cleared,07/17/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,07/16/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",15.75,
Cleared,07/16/2024,"SEATTLE CITY LIGHT SEATTLE WA",578.39,
Cleared,07/12/2024,"STARBUCKS 800-782-7282 800-782-7282 WA",35.00,
Cleared,07/11/2024,"STARBUCKS 800-782-7282 800-782-7282 WA",35.00,
Cleared,07/11/2024,"SEATTLE PUBLIC UTILITI SEATTLE WA",364.29,
Cleared,07/10/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,07/10/2024,"APPLE.COM/BILL 866-712-7753 CA",9.99,
Cleared,07/08/2024,"AUTOPAY 999990000032989RAUTOPAY AUTO-PMT",,-1289.35
Cleared,07/06/2024,"ATT* BILL PAYMENT DALLAS TX null XXXXXXXXXXXX4839",173.77,
Cleared,07/06/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA",1.93,
Cleared,07/05/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX2837",43.33,
Cleared,07/02/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,06/29/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",16.20,
Cleared,06/29/2024,"SUBARU STARLINK 800-782-2783 NJ",149.90,
Cleared,06/29/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA",3.35,
Cleared,06/27/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX2837",18.94,
Cleared,06/27/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX2837",19.28,
Cleared,06/27/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX2837",21.73,
Cleared,06/25/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",129.17,
Cleared,06/23/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX2837",18.12,
Cleared,06/21/2024,"NETFLIX.COM LOS GATOS CA null XXXXXXXXXXXX8399",25.37,
Cleared,06/21/2024,"YNP AHWAHNEE LODGING FRESNO CA",716.08,
Cleared,06/19/2024,"APPLE.COM/BILL 866-712-7753 CA",11.02,
Cleared,06/17/2024,"YNP AHWAHNEE LODGING FRESNO CA",716.08,
Cleared,06/16/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",13.50,
Cleared,06/13/2024,"GREENLAKE WELLNESS SEATTLE WA null XXXXXXXXXXXX4730",282.34,
Cleared,06/13/2024,"ALLSTATE *PAYMNT 800-255-7828 IL null XXXXXXXXXXXX0575",424.18,
Cleared,06/13/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA",0.75,
Cleared,06/11/2024,"PAYPAL *VRSTC POOL 4029357733 CA",240.00,
Cleared,06/10/2024,"APPLE.COM/BILL 866-712-7753 CA",9.99,
Cleared,06/10/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA",0.10,
Cleared,06/08/2024,"AUTOPAY 999990000032989RAUTOPAY AUTO-PMT",,-3229.23
Cleared,06/04/2024,"ATT* BILL PAYMENT DALLAS TX null XXXXXXXXXXXX4839",173.77,
Cleared,05/29/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",26.80,
Cleared,05/21/2024,"Netflix.com Los Gatos CA null XXXXXXXXXXXX8399",25.37,
Cleared,05/19/2024,"APPLE.COM/BILL 866-712-7753 CA",11.02,
Cleared,05/19/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX2837",9.49,
Cleared,05/16/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",10.50,
Cleared,05/13/2024,"SEATTLE PUBLIC UTILITI SEATTLE WA",697.78,
Cleared,05/12/2024,"LITTLE RED HEN SEATTLE WA",7.00,
Cleared,05/12/2024,"TST* MAGNUSON CAFE & B Seattle WA null XXXXXXXXXXXX9516",63.53,
Cleared,05/11/2024,"LITTLE RED HEN SEATTLE WA",14.00,
Cleared,05/11/2024,"SQ *REPUBLIC OF CIDER SEATTLE WA",67.26,
Cleared,05/10/2024,"SCOOTER S BURGER SEATTLE WA null XXXXXXXXXXXX9516",7.01,
Cleared,05/09/2024,"WA VEHICLE LICENSING OLYMPIA WA",363.85,
Cleared,05/08/2024,"AUTOPAY 999990000032989RAUTOPAY AUTO-PMT",,-1087.46
Cleared,05/08/2024,"WEST COAST DRUM SHOP BELLEVUE WA null XXXXXXXXXXXX9516",4.50,
Cleared,05/06/2024,"QFC #5807 SEATTLE WA null XXXXXXXXXXXX9516",189.19,
Cleared,05/05/2024,"SQ *THAI U UP RESTAURA SEATTLE WA null XXXXXXXXXXXX9516",15.00,
Cleared,05/05/2024,"ATT* BILL PAYMENT DALLAS TX null XXXXXXXXXXXX4839",173.77,
Cleared,05/04/2024,"O'REILLY 2527 SEATTLE WA null XXXXXXXXXXXX9516",91.56,
Cleared,05/03/2024,"METROPOLITAN MKT 156 SEATTLE WA null XXXXXXXXXXXX9516",35.24,
Cleared,05/01/2024,"WEST COAST DRUM SHOP BELLEVUE WA null XXXXXXXXXXXX9516",58.59,
Cleared,05/01/2024,"ARCO#07112ARCO #071QPS BELLEVUE WA",51.46,
Cleared,04/29/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",9.00,
Cleared,04/29/2024,"SAFEWAY #0423 SEATTLE WA null XXXXXXXXXXXX9516",20.86,
Cleared,04/27/2024,"QFC #5807 SEATTLE WA",,-11.02
Cleared,04/27/2024,"TACO TIME SHORELINE SHORELINE WA",31.32,
Cleared,04/27/2024,"SHOWTIX4U* ASSUMPTION- LAS VEGAS NV",107.68,
Cleared,04/27/2024,"QFC #5807 SEATTLE WA",108.21,
Cleared,04/23/2024,"JEFFS AUTO REPAIR 8004 SEATTLE WA null XXXXXXXXXXXX9516",54.01,
Cleared,04/23/2024,"TST* MAGNUSON CAFE & B Seattle WA null XXXXXXXXXXXX9516",38.39,
Cleared,04/22/2024,"QFC #5807 SEATTLE WA null XXXXXXXXXXXX9516",176.81,
Cleared,04/21/2024,"TST* DOUGH ZONE - U DI SEATTLE WA",86.80,
Cleared,04/21/2024,"TOAST MI SEATTLE WA null XXXXXXXXXXXX9516",11.97,
Cleared,04/21/2024,"NETFLIX.COM NETFLIX.COM CA null XXXXXXXXXXXX8399",25.37,
Cleared,04/20/2024,"BIAIR LLC SEATTLE WA null XXXXXXXXXXXX9516",2.25,
Cleared,04/20/2024,"ACT SEATTLEP&R SEATTLE WA",26.00,
Cleared,04/20/2024,"BIAIR LLC SEATTLE WA null XXXXXXXXXXXX9516",2.25,
Cleared,04/19/2024,"SQ *TRACTOR TAVERN Seattle WA",20.60,
Cleared,04/19/2024,"SQ *SEATTLE GRAND CENT Seattle WA null XXXXXXXXXXXX9516",10.92,
Cleared,04/19/2024,"GIDDY UP BURGERS SEATTLE WA null XXXXXXXXXXXX9516",20.95,
Cleared,04/19/2024,"GIDDY UP BURGERS SEATTLE WA null XXXXXXXXXXXX9516",53.22,
Cleared,04/19/2024,"SHELL OIL10006032014 SEATTLE WA",66.87,
Cleared,04/18/2024,"TRACTOR TAVERN SEATTLE WA",9.78,
Cleared,04/16/2024,"IKEA 454798614 BALTIMORE MD",758.10,
Cleared,04/16/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",14.95,
Cleared,04/16/2024,"99PLEDGGRIFFIN S. 8559975334 CA null XXXXXXXXXXXX9516",60.00,
Cleared,04/14/2024,"QFC #5807 SEATTLE WA null XXXXXXXXXXXX9516",160.41,
Cleared,04/14/2024,"JOANN STORES #805 SEATTLE WA null XXXXXXXXXXXX9516",15.44,
Cleared,04/14/2024,"ROSS STORE #2442 SEATTLE WA null XXXXXXXXXXXX9516",42.00,
Cleared,04/13/2024,"IRON DUCK PUBLIC HOUSE NORTH BEND WA",53.46,
Cleared,04/12/2024,"METROPOLITAN MKT 156 SEATTLE WA null XXXXXXXXXXXX9516",71.75,
Cleared,04/11/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX8315",9.98,
Cleared,04/10/2024,"TX RANGER HALL OF FAME WACO TX",3.79,
Cleared,04/10/2024,"TX RANGER HALL OF FAME WACO TX",24.00,
Cleared,04/10/2024,"SHELL OIL10014067002 EULESS TX",84.64,
Cleared,04/10/2024,"DAIRY QUEEN #14686 WACO TX",3.14,
Cleared,04/10/2024,"360 WEST RETAIL DALLAS TX",10.47,
Cleared,04/10/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX8315",10.90,
Cleared,04/10/2024,"DAIRY QUEEN #14686 WACO TX",21.81,
Cleared,04/10/2024,"AMERICAN0010279299645 DALLAS TX",30.00,
Cleared,04/10/2024,"TST* COUSINS BBQ B12 - DFW Airport TX",15.57,
Cleared,04/09/2024,"TERRY BLACK S BBQ AUST AUSTIN TX",102.23,
Cleared,04/09/2024,"SQ *THE CORNER MARKET Austin TX",3.78,
Cleared,04/08/2024,"AUTOPAY 999990000032989RAUTOPAY AUTO-PMT",,-241.03
Cleared,04/08/2024,"LS THE WILLIAMSON MUS GEORGETOWN TX",4.01,
Cleared,04/08/2024,"SQ *SAM'S TOWN POINT AUSTIN TX",19.00,
Cleared,04/08/2024,"WHATABURGER 614 Q26 AUSTIN TX",18.05,
Cleared,04/07/2024,"SQ *SAM'S TOWN POINT AUSTIN TX",30.00,
Cleared,04/07/2024,"7-ELEVEN 23621 AUSTIN TX",41.25,
Cleared,04/07/2024,"AUSTIN BEER GARDEN BRE AUSTIN TX",46.56,
Cleared,04/06/2024,"TST* SAGEBRUSH AUSTIN TX",17.00,
Cleared,04/05/2024,"TST* WHITE HORSE - NEW AUSTIN TX",20.52,
Cleared,04/05/2024,"SQ *SAM'S TOWN POINT AUSTIN TX",21.00,
Cleared,04/04/2024,"ATT* BILL PAYMENT DALLAS TX null XXXXXXXXXXXX4839",215.89,
Cleared,04/04/2024,"CORAL SNAKE AUSTIN TX",8.29,
Cleared,04/04/2024,"ALAMO SOUTH LAMAR REST AUSTIN TX",11.49,
Cleared,04/04/2024,"ALAMO SOUTH LAMAR REST AUSTIN TX",14.78,
Cleared,04/03/2024,"TST* WHITE HORSE - NEW AUSTIN TX",7.70,
Cleared,04/03/2024,"CENTRAL MARKET #420 AUSTIN TX",0.25,
Cleared,04/03/2024,"SQ *SAM'S TOWN POINT AUSTIN TX",15.00,
Cleared,04/03/2024,"AUSTIN BEER GARDEN BRE AUSTIN TX",9.00,
Cleared,04/02/2024,"SQ *SAM'S TOWN POINT AUSTIN TX",24.00,
Cleared,04/02/2024,"GUEROS AUSTIN TX",33.41,
Cleared,04/02/2024,"THE LITTLE LONGHORN SA AUSTIN TX",12.29,
Cleared,04/02/2024,"THE LITTLE LONGHORN SA AUSTIN TX",18.18,
Cleared,04/01/2024,"TST* SKAL BEER HALL SEATTLE WA",11.75,
Cleared,03/31/2024,"LITTLE RED HEN SEATTLE WA",14.00,
Cleared,03/30/2024,"LITTLE RED HEN SEATTLE WA",21.00,
Cleared,03/30/2024,"ARCO#07112ARCO #071QPS BELLEVUE WA",61.23,
Cleared,03/29/2024,"SEATTLESWINGDANCECLUB. SEATTLE WA",30.00,
Cleared,03/29/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",39.60,
Cleared,03/26/2024,"ASB SCHOOL SEATTLE WA",100.00,
Cleared,03/21/2024,"NETFLIX.COM NETFLIX.COM CA null XXXXXXXXXXXX8399",25.35,
Cleared,03/08/2024,"AUTOPAY 999990000032989RAUTOPAY AUTO-PMT",,-1201.90
Cleared,03/06/2024,"ATT* BILL PAYMENT DALLAS TX null XXXXXXXXXXXX4839",173.93,
Cleared,02/29/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",37.25,
Cleared,02/21/2024,"NETFLIX.COM NETFLIX.COM CA null XXXXXXXXXXXX8399",25.35,
Cleared,02/16/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",4.50,
Cleared,02/13/2024,"MEMBERSHIP FEE FEB 24-JAN 25",0.00,
Cleared,02/08/2024,"AUTOPAY 999990000032989RAUTOPAY AUTO-PMT",,-510.95
Cleared,02/04/2024,"ATT* BILL PAYMENT DALLAS TX null XXXXXXXXXXXX4839",174.51,
Cleared,01/29/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",21.25,
Cleared,01/21/2024,"NETFLIX.COM NETFLIX.COM CA null XXXXXXXXXXXX8399",25.35,
Cleared,01/20/2024,"ALLSTATE *PAYMENT 800-255-7828 IL null XXXXXXXXXXXX0575",785.89,
Cleared,01/16/2024,"WSDOT-GOODTOGO ONLINE RENTON WA",9.00,
Cleared,01/12/2024,"SEATTLE CITY LIGHT SEATTLE WA",185.90,
Cleared,01/10/2024,"SEATTLE PUBLIC UTILITI SEATTLE WA",257.83,
Cleared,01/08/2024,"AUTOPAY 999990000032989RAUTOPAY AUTO-PMT",,-718.79
Cleared,01/04/2024,"ATT* BILL PAYMENT DALLAS TX null XXXXXXXXXXXX4839",174.47,
